"","X","Age","Class","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Male","Loyal.Customer","Business.travel","satisfied"
"24700",24700,32,2,846,3,5,5,5,3,4,3,3,4,2,2,2,3,3,8,0,0,1,1,0
"24701",24701,40,2,409,2,2,2,3,5,2,5,5,1,2,4,3,3,5,108,114,0,0,1,0
"24702",24702,51,2,760,5,3,5,3,5,4,2,2,2,5,2,2,2,2,0,0,0,1,0,1
"24703",24703,22,2,2475,4,4,4,4,4,4,4,4,3,5,1,2,5,4,0,0,0,1,1,1
"24704",24704,60,0,393,4,5,5,5,3,4,1,4,4,4,4,4,4,5,1,0,0,1,1,1
"24705",24705,32,0,174,1,5,0,3,2,0,2,2,3,5,4,4,4,2,0,0,1,1,0,0
"24706",24706,29,0,337,3,1,3,4,3,3,3,3,1,3,4,4,4,3,32,11,1,1,0,0
"24707",24707,29,2,646,3,3,3,4,4,3,4,4,3,4,4,4,4,4,0,0,0,0,1,0
"24708",24708,52,2,362,3,3,3,3,4,4,5,4,4,4,4,4,4,5,14,15,1,1,1,1
"24709",24709,38,0,546,2,4,1,2,3,1,4,3,2,4,1,1,3,3,13,0,0,1,0,0
"24710",24710,51,2,3914,2,2,2,2,5,4,5,4,4,4,4,5,4,4,0,3,1,1,1,1
"24711",24711,69,0,641,4,5,4,3,3,4,5,3,3,4,3,5,3,4,17,27,0,1,0,0
"24712",24712,42,2,996,3,3,3,3,1,1,2,3,3,3,3,3,3,3,0,21,0,1,1,0
"24713",24713,55,2,3402,1,1,1,1,5,3,5,3,3,3,3,5,3,1,7,9,1,1,1,1
"24714",24714,39,2,2272,3,5,5,5,4,4,4,3,3,4,3,3,3,2,0,0,1,1,1,0
"24715",24715,67,1,444,2,3,3,3,2,2,2,2,1,2,3,1,3,2,52,26,1,1,1,0
"24716",24716,7,0,678,3,5,3,3,3,3,3,3,4,4,5,4,4,3,5,0,0,1,0,0
"24717",24717,51,2,1096,4,4,4,4,3,4,4,4,4,5,4,5,4,4,0,15,0,1,1,1
"24718",24718,40,2,562,2,2,2,2,2,2,3,5,5,5,5,1,5,3,25,37,1,1,1,1
"24719",24719,58,2,216,3,3,3,3,5,2,5,4,4,5,3,1,4,2,0,18,1,1,1,1
"24720",24720,36,2,3451,4,4,4,4,4,4,5,4,4,3,4,3,4,5,0,0,0,1,1,1
"24721",24721,24,2,3705,4,4,5,4,4,4,4,4,1,5,4,4,2,4,0,0,1,1,1,1
"24722",24722,12,0,989,3,4,4,1,4,4,4,4,5,5,4,3,4,4,0,0,1,0,1,0
"24723",24723,10,0,951,1,3,1,3,4,1,4,4,3,4,4,4,4,4,9,54,0,1,0,0
"24724",24724,35,2,1010,1,5,5,5,4,4,4,1,1,2,1,4,1,2,0,0,0,1,1,0
"24725",24725,28,2,1075,2,2,2,3,1,2,2,1,4,5,3,4,4,1,0,4,1,0,1,0
"24726",24726,28,2,370,1,1,1,3,2,1,2,2,2,1,4,3,3,2,74,61,0,0,1,0
"24727",24727,42,2,2254,2,2,5,2,4,4,5,4,4,4,4,3,4,3,0,7,1,1,1,1
"24728",24728,50,0,524,3,4,3,3,5,3,5,5,3,4,4,3,5,5,7,39,1,1,0,0
"24729",24729,62,2,3468,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,1,1,1,0
"24730",24730,36,2,231,3,3,3,1,2,3,2,2,5,2,4,4,4,2,0,0,0,0,1,0
"24731",24731,57,0,175,3,4,3,4,5,4,5,1,1,3,1,5,1,4,14,14,0,1,0,0
"24732",24732,45,0,1119,3,5,3,3,5,5,5,4,4,3,4,4,4,4,0,21,0,1,0,0
"24733",24733,25,0,534,1,2,2,2,1,1,2,1,4,3,4,1,4,1,0,13,1,1,1,0
"24734",24734,42,0,927,2,4,2,5,1,2,1,1,5,4,5,4,4,1,32,30,1,1,0,0
"24735",24735,68,0,1514,1,3,1,3,4,4,3,5,5,1,5,2,5,2,8,10,0,1,0,0
"24736",24736,45,2,1416,4,4,4,4,3,4,3,3,5,5,5,4,5,3,0,0,0,0,1,1
"24737",24737,28,0,460,1,0,1,1,5,1,5,5,5,1,2,1,1,5,0,12,1,0,1,0
"24738",24738,41,1,391,2,4,2,5,5,2,5,5,3,3,5,3,4,5,1,12,1,1,0,0
"24739",24739,39,2,1849,1,1,1,1,5,4,4,4,4,4,4,5,4,5,0,0,0,1,1,1
"24740",24740,25,2,872,3,3,3,3,3,3,3,3,4,5,3,4,3,3,0,0,1,1,1,0
"24741",24741,18,0,302,3,1,3,3,4,3,4,4,1,1,2,2,2,4,0,0,0,0,1,0
"24742",24742,19,0,986,3,5,2,5,5,2,5,5,5,2,5,3,4,5,0,0,1,1,0,0
"24743",24743,27,2,328,1,1,1,1,3,1,1,3,5,3,5,5,5,3,0,0,0,0,1,0
"24744",24744,64,0,187,3,5,3,2,2,4,5,2,2,3,2,5,2,3,52,57,0,1,0,0
"24745",24745,50,2,2061,4,4,4,4,3,5,5,5,5,5,5,4,5,3,0,0,0,1,1,1
"24746",24746,41,2,3650,3,2,2,2,5,2,2,3,3,3,3,3,3,1,0,0,0,1,1,0
"24747",24747,11,0,328,1,2,1,3,4,1,4,4,4,2,4,2,3,4,18,13,0,1,0,0
"24748",24748,32,1,140,5,4,4,4,5,5,5,5,3,2,5,4,3,5,0,10,1,1,1,1
"24749",24749,30,2,2229,5,5,5,5,5,5,4,5,3,5,5,3,5,5,69,59,1,1,1,1
"24750",24750,26,2,937,4,4,4,2,3,4,3,3,3,2,4,4,4,3,0,0,0,0,1,1
"24751",24751,27,2,1123,2,2,2,2,5,5,5,5,3,3,5,3,5,5,1,0,0,1,1,1
"24752",24752,45,0,1499,3,4,4,4,1,4,4,3,3,3,3,3,3,2,32,58,0,1,1,1
"24753",24753,32,2,3060,4,4,2,4,5,5,5,5,4,1,1,1,3,5,0,0,1,1,1,1
"24754",24754,49,2,1076,2,2,2,3,5,2,5,5,1,3,2,4,2,5,8,25,1,0,1,0
"24755",24755,55,0,972,4,3,3,3,3,4,3,4,4,4,4,3,4,1,0,0,0,1,1,1
"24756",24756,67,0,594,2,5,2,3,4,2,4,4,4,5,3,1,4,4,0,0,1,1,0,0
"24757",24757,44,2,2957,2,2,2,2,3,5,5,4,4,5,4,3,4,5,0,0,0,1,1,1
"24758",24758,37,0,624,1,1,1,2,3,1,3,3,2,4,2,2,3,3,14,21,0,1,0,0
"24759",24759,49,0,529,5,2,5,2,3,4,5,5,5,5,5,5,5,4,0,0,0,1,1,1
"24760",24760,61,0,319,4,2,2,2,4,4,4,4,1,1,2,3,4,4,0,0,1,1,1,1
"24761",24761,33,2,3514,3,2,5,2,3,4,3,3,1,4,4,4,4,3,3,6,1,1,1,0
"24762",24762,64,2,2660,2,2,2,2,2,5,5,5,5,5,5,3,5,4,0,0,1,1,1,1
"24763",24763,31,2,519,1,4,4,4,1,1,1,1,4,5,4,1,4,1,44,34,1,1,1,0
"24764",24764,11,0,1249,4,5,5,4,3,5,3,3,4,3,4,5,4,3,39,66,1,1,0,0
"24765",24765,63,0,160,5,3,3,3,4,5,1,5,5,5,5,2,5,4,0,5,0,1,1,1
"24766",24766,36,0,610,1,1,1,3,1,1,1,3,4,4,3,1,4,1,159,160,0,1,0,0
"24767",24767,45,1,265,5,4,4,4,3,4,3,5,5,5,5,2,5,4,0,27,0,1,1,1
"24768",24768,44,2,3813,1,1,1,1,5,1,2,4,4,4,4,2,4,4,4,0,0,1,1,1
"24769",24769,29,0,460,3,2,3,2,4,3,5,4,2,4,3,2,2,4,49,68,0,1,0,0
"24770",24770,31,0,1061,2,4,2,1,5,2,3,5,3,3,4,3,4,5,0,2,1,1,0,0
"24771",24771,50,0,1276,2,4,2,4,5,3,2,5,5,2,3,3,5,1,0,0,0,1,0,0
"24772",24772,52,2,2926,1,5,5,5,5,3,3,1,1,1,1,1,1,4,120,124,1,1,1,0
"24773",24773,26,0,2701,2,2,2,1,4,2,4,4,3,1,5,1,5,4,0,0,0,0,1,0
"24774",24774,27,0,853,4,1,1,1,4,4,4,4,4,1,3,2,4,4,33,34,1,1,1,1
"24775",24775,22,2,912,2,3,2,3,3,2,3,3,1,4,4,3,4,3,0,6,1,1,0,0
"24776",24776,45,2,1770,2,3,2,2,4,3,4,1,1,2,1,2,1,1,0,0,1,1,1,1
"24777",24777,37,2,3831,4,4,4,4,4,5,5,4,4,4,4,3,4,3,0,0,1,1,1,1
"24778",24778,23,1,651,4,4,4,4,4,5,5,4,3,1,3,1,3,4,0,0,1,1,1,1
"24779",24779,48,2,290,2,3,3,3,4,4,3,2,2,2,2,1,2,3,0,0,0,1,1,0
"24780",24780,28,0,965,3,2,4,1,1,4,1,1,1,3,1,3,1,1,0,0,1,1,0,0
"24781",24781,27,2,977,5,5,5,4,3,5,5,3,3,3,5,4,4,3,40,31,0,0,1,1
"24782",24782,38,0,201,5,1,1,1,5,4,5,5,1,2,5,2,2,5,0,1,1,1,1,1
"24783",24783,48,0,174,2,2,0,2,3,3,3,4,4,0,4,4,4,1,0,0,0,1,0,0
"24784",24784,22,0,407,3,0,3,3,5,3,5,5,1,3,3,3,4,5,0,0,1,0,1,0
"24785",24785,29,0,1235,2,1,2,4,4,2,4,4,3,5,4,1,3,4,0,0,0,1,0,0
"24786",24786,61,0,677,5,4,4,4,2,1,5,5,5,5,5,5,5,4,108,101,0,1,1,1
"24787",24787,45,2,3661,4,4,4,4,2,1,4,5,5,5,5,2,5,3,67,55,0,1,1,1
"24788",24788,48,0,73,5,1,1,1,2,1,2,3,3,5,3,2,3,4,0,0,0,1,1,1
"24789",24789,42,2,1671,2,1,2,4,5,4,4,2,2,2,2,4,2,1,39,40,0,1,0,0
"24790",24790,14,0,1119,4,5,5,5,4,4,2,4,1,5,3,4,4,4,3,0,0,1,1,0
"24791",24791,49,2,1773,4,4,4,4,4,5,4,2,2,2,2,3,2,3,0,0,0,1,1,1
"24792",24792,37,2,3258,4,4,4,4,3,4,5,5,5,5,5,3,5,3,0,0,0,1,1,1
"24793",24793,48,2,574,2,2,2,2,5,4,4,4,4,4,4,3,4,2,0,3,1,1,1,1
"24794",24794,66,0,334,2,5,5,4,3,4,5,3,3,5,3,4,3,4,0,0,0,1,0,0
"24795",24795,8,1,607,2,5,2,3,1,2,4,1,4,2,5,5,5,1,0,8,1,1,0,0
"24796",24796,48,2,2713,1,1,1,1,3,4,4,5,5,5,5,5,5,4,9,15,1,1,1,1
"24797",24797,28,2,624,4,4,4,2,1,4,1,1,4,2,5,4,5,1,0,0,1,0,1,1
"24798",24798,30,2,3731,1,1,1,1,4,4,4,4,3,5,4,4,1,4,0,0,0,1,1,1
"24799",24799,70,0,1024,3,4,3,4,3,4,5,4,4,3,4,4,4,5,98,95,0,1,0,0
"24800",24800,58,2,2470,3,3,3,3,3,4,5,5,5,5,5,5,5,4,17,8,1,1,1,1
"24801",24801,36,2,447,2,2,2,5,5,2,5,5,3,2,5,4,4,5,8,1,1,0,1,0
"24802",24802,40,0,806,2,1,2,3,3,2,3,3,2,3,3,2,3,3,0,0,0,1,0,0
"24803",24803,46,0,2092,2,0,2,3,2,5,5,5,5,2,5,3,5,5,4,0,0,1,0,0
"24804",24804,30,0,216,1,0,0,3,1,0,1,1,2,4,3,5,1,1,0,2,1,1,0,0
"24805",24805,54,2,325,0,0,0,3,4,4,5,4,4,2,2,4,4,3,3,0,0,1,1,1
"24806",24806,42,2,356,5,5,5,5,5,5,4,5,5,5,5,5,5,5,0,0,1,1,1,1
"24807",24807,59,2,482,4,4,4,4,2,5,5,4,4,4,4,3,4,3,0,0,1,1,1,1
"24808",24808,29,0,819,5,3,3,3,5,5,5,5,5,5,3,3,2,5,0,0,1,1,1,1
"24809",24809,63,0,1671,3,2,3,4,2,4,3,1,1,3,1,1,1,2,0,4,0,1,0,0
"24810",24810,56,0,438,1,3,1,3,3,1,3,3,1,3,2,4,4,3,0,0,1,1,0,0
"24811",24811,25,2,473,5,5,5,5,5,5,5,5,4,4,5,5,5,5,1,0,0,1,1,1
"24812",24812,28,0,731,2,2,2,3,4,2,4,4,3,1,4,2,4,4,1,0,1,0,1,0
"24813",24813,52,2,305,3,3,4,3,4,1,4,4,4,4,4,3,4,2,0,0,0,1,1,1
"24814",24814,21,0,484,2,1,2,5,2,2,2,2,4,4,4,3,4,2,0,0,0,1,0,0
"24815",24815,56,1,1084,2,5,2,4,4,4,5,3,3,2,3,3,3,3,0,12,0,1,0,0
"24816",24816,32,2,405,1,1,1,1,2,2,2,2,3,5,5,4,4,2,0,0,0,1,1,1
"24817",24817,35,2,406,2,5,5,5,2,2,3,2,2,2,2,4,2,1,3,12,1,1,1,0
"24818",24818,77,0,304,2,4,4,4,1,2,1,1,3,3,3,4,4,1,0,11,1,1,1,0
"24819",24819,31,2,3190,5,5,5,5,4,4,4,4,5,5,5,3,2,4,0,0,0,1,1,1
"24820",24820,55,2,158,5,5,5,3,3,5,3,3,4,5,5,4,5,3,1,0,1,0,1,1
"24821",24821,23,0,650,3,2,3,3,1,3,1,1,4,5,4,3,4,1,76,78,0,0,1,0
"24822",24822,53,2,816,5,5,5,5,5,5,4,5,5,4,5,4,5,3,0,4,1,1,1,1
"24823",24823,44,0,621,2,4,2,1,3,4,4,2,2,2,2,4,2,5,0,0,0,1,0,0
"24824",24824,25,0,846,4,4,4,4,4,3,1,4,1,3,3,4,2,4,24,14,0,1,1,0
"24825",24825,48,0,300,5,4,3,3,3,2,5,5,5,5,5,4,5,2,0,0,0,1,1,1
"24826",24826,20,0,479,4,0,4,4,1,4,1,1,3,2,5,5,5,1,13,11,1,0,1,1
"24827",24827,39,2,1724,1,1,1,1,2,4,5,4,4,4,4,3,4,3,10,0,1,1,1,1
"24828",24828,32,1,550,5,4,4,4,5,5,5,5,5,2,1,5,1,5,78,75,1,1,1,1
"24829",24829,20,0,268,2,0,2,3,3,2,1,3,1,4,4,1,4,3,0,0,0,0,1,0
"24830",24830,60,2,1400,3,3,5,3,2,4,5,5,5,5,5,4,5,5,54,48,1,1,1,1
"24831",24831,33,2,1604,5,5,5,5,1,2,3,5,5,5,5,4,5,2,0,0,0,1,1,1
"24832",24832,61,0,669,2,4,2,1,1,2,1,1,3,5,5,3,4,1,0,0,1,1,0,0
"24833",24833,25,2,1872,2,2,2,2,4,4,4,4,5,4,3,5,1,4,0,0,0,1,1,1
"24834",24834,52,0,829,5,2,2,2,5,5,5,5,4,3,5,4,2,5,3,0,1,1,1,1
"24835",24835,60,2,404,2,3,3,3,5,4,4,2,2,2,2,4,2,1,12,8,0,1,1,0
"24836",24836,70,0,861,2,5,2,4,4,2,4,4,4,2,5,4,4,4,3,14,1,1,0,0
"24837",24837,30,2,731,2,2,2,2,3,4,3,3,3,4,5,3,5,3,0,0,1,1,1,1
"24838",24838,38,0,293,3,5,3,2,1,3,1,1,3,5,4,4,5,1,0,26,0,1,0,0
"24839",24839,39,0,199,1,2,1,4,1,1,1,1,1,3,3,3,4,1,38,29,0,0,1,0
"24840",24840,51,1,341,4,4,4,4,4,2,2,4,4,4,4,5,4,3,0,0,0,1,1,1
"24841",24841,64,1,406,5,1,4,3,2,4,4,2,3,1,3,4,2,2,0,0,1,1,0,1
"24842",24842,55,0,197,4,4,4,4,4,4,4,4,1,3,1,4,2,4,28,33,1,1,1,0
"24843",24843,39,0,679,2,4,2,3,3,2,3,3,5,5,5,4,5,3,5,0,0,1,0,0
"24844",24844,20,0,566,4,3,4,2,2,4,1,2,1,4,3,5,3,2,1,18,1,0,1,0
"24845",24845,40,2,227,5,5,5,2,1,5,1,1,4,1,3,1,2,1,10,17,1,0,1,1
"24846",24846,43,2,1678,2,2,2,2,2,5,1,4,4,4,4,5,4,1,49,20,1,1,1,1
"24847",24847,49,2,109,4,5,5,5,4,3,3,4,4,4,4,2,4,3,0,0,0,1,1,0
"24848",24848,11,0,1416,1,0,0,4,5,1,5,5,4,4,5,4,4,5,0,0,0,0,1,0
"24849",24849,56,2,3081,2,2,2,2,2,5,5,4,4,4,4,3,4,4,11,9,0,1,1,1
"24850",24850,52,0,964,1,1,1,3,1,1,1,1,3,3,3,3,3,1,0,0,0,0,1,0
"24851",24851,21,0,1104,2,3,3,3,2,2,2,2,2,4,4,2,5,2,1,0,1,0,1,0
"24852",24852,44,0,490,4,4,4,3,5,4,5,5,2,5,4,4,1,5,0,0,1,0,1,0
"24853",24853,29,2,563,4,4,4,4,5,5,5,5,5,1,5,2,2,5,5,0,0,1,1,1
"24854",24854,23,0,2797,3,3,2,3,2,3,3,4,5,4,3,3,3,3,0,0,0,1,0,0
"24855",24855,49,0,651,1,1,1,3,1,1,1,1,2,1,2,2,3,1,29,15,1,1,0,0
"24856",24856,43,0,369,1,4,1,4,1,4,3,2,2,1,2,4,2,3,0,2,0,1,0,0
"24857",24857,54,1,781,1,2,3,3,1,1,1,4,3,2,3,1,1,1,141,135,0,1,1,0
"24858",24858,26,2,2085,1,1,1,1,5,5,5,5,4,5,5,3,4,5,37,23,1,1,1,1
"24859",24859,30,0,772,3,3,3,4,5,3,5,5,2,3,4,1,3,5,25,49,0,0,1,0
"24860",24860,26,2,946,3,4,4,4,3,3,3,3,1,3,2,2,2,3,0,0,0,1,1,0
"24861",24861,52,0,1747,1,2,1,3,3,4,3,1,1,1,1,3,1,4,11,6,0,1,0,0
"24862",24862,17,0,964,2,4,3,4,2,3,2,2,3,5,5,5,4,2,0,0,0,1,0,0
"24863",24863,27,2,925,3,3,3,2,2,3,2,2,2,5,2,2,3,2,0,9,1,0,1,0
"24864",24864,59,2,1346,2,2,2,2,4,5,5,4,4,4,4,4,4,3,0,0,1,1,1,1
"24865",24865,59,0,235,4,5,4,3,4,4,5,3,3,4,3,3,3,3,0,0,0,1,0,0
"24866",24866,25,0,406,3,0,3,2,5,3,5,5,5,3,3,1,4,5,0,0,1,0,1,0
"24867",24867,50,0,356,2,0,2,3,1,2,1,1,4,4,1,5,3,1,0,0,0,0,1,0
"24868",24868,12,0,616,2,3,3,4,4,3,4,4,2,4,1,3,1,4,88,83,0,1,0,0
"24869",24869,49,0,867,1,5,1,5,3,1,3,3,4,3,5,3,4,3,0,5,1,1,0,0
"24870",24870,57,2,299,1,1,1,1,4,5,5,5,5,4,5,5,5,4,0,0,0,1,1,1
"24871",24871,58,2,175,4,4,4,4,4,3,5,5,5,5,5,1,5,5,19,8,1,1,1,1
"24872",24872,62,0,338,4,4,4,4,2,5,5,3,3,4,3,5,3,3,27,30,0,1,0,0
"24873",24873,22,0,667,2,1,1,1,2,2,2,2,1,2,4,1,4,2,61,58,0,1,1,0
"24874",24874,24,2,666,5,5,5,5,4,4,4,4,3,3,5,5,4,4,9,0,0,1,1,1
"24875",24875,35,0,462,1,4,1,3,5,1,5,5,4,5,3,2,5,5,0,0,1,1,0,0
"24876",24876,32,0,308,3,4,3,3,5,3,5,5,3,3,5,4,4,5,45,40,0,1,0,0
"24877",24877,40,2,550,3,5,5,5,3,3,4,3,3,3,3,1,3,1,0,0,1,1,1,0
"24878",24878,54,2,3447,2,5,5,5,3,2,3,2,2,2,2,1,2,1,0,10,1,1,1,0
"24879",24879,32,2,388,2,4,2,2,4,2,4,4,3,4,4,3,5,4,0,0,1,1,0,0
"24880",24880,49,2,2069,4,4,4,4,5,1,4,5,5,4,5,2,5,4,23,4,1,1,1,1
"24881",24881,49,0,199,4,5,5,5,4,4,4,5,3,2,3,4,5,4,283,305,1,1,1,1
"24882",24882,33,0,351,2,2,2,3,5,2,5,5,3,2,4,4,4,5,0,0,0,0,1,0
"24883",24883,46,2,2911,2,2,2,2,3,5,4,2,2,2,2,5,2,4,25,16,0,1,1,1
"24884",24884,47,2,1546,3,4,4,4,4,4,4,3,3,2,3,3,3,3,0,0,0,1,1,0
"24885",24885,33,0,760,2,2,2,3,5,2,5,5,3,5,4,2,3,5,65,58,0,0,1,0
"24886",24886,11,0,402,4,5,4,4,2,4,4,2,4,3,4,5,5,2,0,4,0,1,0,0
"24887",24887,53,0,135,3,2,3,3,3,4,4,4,4,3,4,2,4,4,2,65,0,1,0,0
"24888",24888,26,2,3032,1,1,1,1,5,5,5,5,4,3,5,4,5,5,12,0,1,1,1,1
"24889",24889,8,0,304,2,3,2,3,1,2,1,1,3,2,4,1,3,1,0,0,1,1,0,0
"24890",24890,41,2,1862,1,3,3,3,5,2,3,1,1,1,1,4,1,4,11,0,1,1,1,0
"24891",24891,29,0,616,1,5,1,4,4,1,4,4,4,1,2,4,3,4,31,42,0,1,0,0
"24892",24892,76,2,265,3,4,4,4,3,4,4,3,3,3,3,3,3,1,35,25,1,1,1,0
"24893",24893,37,2,909,3,1,3,2,5,2,2,4,4,3,4,4,4,1,24,10,1,1,0,0
"24894",24894,39,2,3446,5,5,5,5,2,4,5,5,5,5,5,2,5,3,0,0,1,1,1,1
"24895",24895,41,2,997,4,4,4,4,4,4,4,5,5,5,5,3,5,3,0,0,0,1,1,1
"24896",24896,42,0,370,3,2,2,3,1,2,1,1,2,3,2,1,4,1,0,5,1,1,0,0
"24897",24897,54,2,2811,3,3,3,3,2,4,4,4,4,4,4,3,4,3,0,0,1,1,1,1
"24898",24898,66,0,696,1,5,0,4,2,0,2,2,5,5,5,4,5,2,0,0,1,1,0,0
"24899",24899,47,2,825,5,5,5,5,4,5,5,5,5,5,5,4,5,3,0,0,1,1,1,1
"24900",24900,40,0,1242,3,4,3,2,4,3,2,4,5,2,4,3,5,4,0,0,1,1,0,0
"24901",24901,55,2,188,5,5,3,5,1,5,3,5,5,5,3,2,5,4,19,3,1,1,1,1
"24902",24902,64,1,2475,1,5,1,5,1,1,5,1,3,2,4,3,5,1,0,0,1,1,0,0
"24903",24903,67,0,812,4,2,4,3,2,3,4,4,4,4,4,4,4,4,7,5,0,1,0,1
"24904",24904,32,0,787,2,5,2,3,1,2,1,1,3,2,4,3,4,1,0,0,0,1,0,0
"24905",24905,35,2,787,2,2,2,2,5,2,5,5,5,2,5,3,5,5,5,0,1,0,1,0
"24906",24906,56,0,1197,1,1,1,4,5,1,5,5,2,2,4,1,3,5,0,0,1,1,0,0
"24907",24907,44,2,515,2,1,2,2,3,4,4,5,5,5,5,5,5,3,0,0,1,1,1,1
"24908",24908,47,0,503,4,5,4,5,4,4,4,4,3,1,3,3,2,4,0,7,1,1,1,1
"24909",24909,34,2,1980,5,5,5,5,4,3,5,5,5,5,5,1,5,2,0,0,0,1,1,1
"24910",24910,42,2,432,3,3,3,4,5,3,5,5,5,2,4,5,5,5,17,11,0,0,1,0
"24911",24911,53,2,2340,3,3,3,3,4,4,3,2,2,2,2,5,2,5,0,20,1,1,1,1
"24912",24912,30,2,1609,5,5,5,3,1,5,1,1,3,4,3,3,4,1,0,0,0,0,1,1
"24913",24913,26,2,304,4,2,4,2,5,4,5,5,3,4,2,3,3,5,19,49,0,0,1,0
"24914",24914,34,2,944,2,2,2,2,4,2,4,4,4,4,5,3,4,4,0,0,1,0,1,0
"24915",24915,57,2,399,1,1,1,1,4,1,2,3,3,3,3,3,3,5,0,0,1,1,1,1
"24916",24916,10,2,2468,3,4,4,4,3,3,3,3,3,2,4,1,4,3,12,17,0,1,1,0
"24917",24917,18,2,674,3,5,3,1,1,3,1,1,4,4,4,4,4,1,40,29,1,1,0,0
"24918",24918,65,0,239,3,2,3,4,5,4,3,3,3,3,4,1,3,3,0,0,0,1,0,0
"24919",24919,30,0,257,5,3,5,3,3,5,3,3,4,2,3,1,5,3,0,42,0,1,0,1
"24920",24920,52,2,383,4,4,4,4,4,5,5,5,5,5,5,5,5,4,0,1,1,1,1,1
"24921",24921,70,0,760,3,2,3,2,2,3,5,2,3,5,2,4,2,2,0,0,1,1,0,0
"24922",24922,28,2,1450,1,1,1,1,4,4,4,4,3,3,5,3,5,4,0,0,1,1,1,1
"24923",24923,51,1,228,2,2,2,2,3,4,4,2,2,2,2,4,2,2,8,0,0,1,1,0
"24924",24924,22,0,764,2,2,2,5,5,2,5,5,5,3,1,4,1,5,0,0,1,0,1,0
"24925",24925,53,2,1426,4,4,3,4,5,5,4,5,5,5,5,4,5,5,0,0,1,1,1,1
"24926",24926,29,1,1076,1,4,4,4,1,1,1,1,3,5,3,1,3,1,21,20,1,1,1,0
"24927",24927,37,0,581,4,2,4,4,2,4,2,2,2,4,3,3,3,2,3,2,1,1,0,0
"24928",24928,42,2,2086,3,3,2,3,2,5,5,5,5,5,5,3,5,4,96,99,0,1,1,1
"24929",24929,57,0,867,1,3,0,3,3,3,2,5,5,0,5,4,5,4,24,66,0,1,0,0
"24930",24930,59,0,395,5,5,5,5,5,5,5,5,4,3,2,2,2,5,3,1,1,1,1,1
"24931",24931,57,2,2729,2,2,2,2,2,5,4,4,4,4,4,3,4,4,13,6,0,1,1,1
"24932",24932,34,2,2586,2,1,1,1,2,3,4,2,2,2,2,1,2,4,91,109,0,1,1,0
"24933",24933,69,0,2496,2,2,1,4,1,1,1,2,1,3,4,1,2,1,0,28,1,1,0,0
"24934",24934,15,2,1009,1,1,1,1,4,4,4,4,5,5,2,5,3,4,0,1,0,1,1,1
"24935",24935,60,1,337,3,4,3,3,4,5,4,2,2,3,2,4,2,3,0,0,0,1,0,0
"24936",24936,52,2,3218,4,4,4,4,5,4,5,5,5,5,5,3,5,5,0,0,0,1,1,1
"24937",24937,68,0,387,1,5,1,2,3,1,3,3,4,4,5,5,5,3,0,0,1,1,0,0
"24938",24938,49,0,227,2,4,0,3,4,4,4,2,2,0,2,2,2,2,0,0,0,1,0,0
"24939",24939,49,0,160,1,4,0,3,5,0,5,5,5,2,4,3,5,5,4,1,1,1,0,0
"24940",24940,28,2,926,2,4,4,4,2,2,2,2,1,1,4,1,3,2,23,16,1,1,1,0
"24941",24941,39,0,4502,1,2,2,2,1,1,1,2,4,4,4,1,4,1,16,0,0,1,1,0
"24942",24942,14,0,546,5,5,4,4,4,4,4,4,5,3,4,5,4,4,0,0,0,0,1,1
"24943",24943,47,2,1076,3,3,3,3,3,5,5,4,4,4,4,3,4,3,20,3,0,1,1,1
"24944",24944,37,2,2330,3,4,4,4,2,4,4,3,3,3,3,1,3,3,0,0,0,1,1,0
"24945",24945,30,2,3243,2,2,3,2,4,4,4,4,4,5,3,4,3,4,0,0,0,1,1,1
"24946",24946,36,2,2056,2,3,3,3,5,3,3,4,4,4,2,3,4,3,5,0,0,1,1,0
"24947",24947,57,0,1014,2,2,2,2,1,2,1,1,1,2,1,3,2,1,25,9,1,0,1,0
"24948",24948,25,2,391,5,4,5,5,3,5,3,3,4,4,5,5,4,3,0,0,0,0,1,1
"24949",24949,45,0,484,5,2,2,2,5,5,5,5,1,3,5,3,1,5,0,0,1,1,1,1
"24950",24950,67,0,1173,2,5,3,1,4,4,4,1,1,3,1,5,1,4,0,0,0,1,0,0
"24951",24951,28,0,1310,3,4,3,3,4,3,4,4,4,5,4,5,5,4,5,29,0,1,0,0
"24952",24952,53,2,1730,4,4,4,4,5,4,5,5,5,5,5,4,5,4,11,8,0,1,1,1
"24953",24953,52,2,2245,3,3,3,3,3,5,5,2,2,2,2,4,2,3,5,2,0,1,1,1
"24954",24954,41,2,2800,1,4,4,4,2,1,2,1,1,1,1,3,1,3,8,2,1,1,1,0
"24955",24955,51,2,3666,2,2,2,2,5,5,4,4,4,5,4,3,4,3,0,0,1,1,1,1
"24956",24956,52,0,925,3,5,3,3,4,3,4,4,5,2,5,3,5,4,9,0,1,1,0,0
"24957",24957,68,2,1368,1,1,1,1,4,2,3,4,4,4,4,3,4,5,0,0,1,1,1,1
